cod_comuna;comuna;cod_slep;slep;slep_formato;region;num_region;deprov;cod_deprov;anio_inicio_funciones;anio_traspaso;decreto;comuna_cabecera;referencial;precisiones
13131;San Ramón;1307;SANTA ROSA;Santa Rosa;Metropolitana de Santiago;13;Santiago Sur;132;2023;2025;Decreto 162 de 2022;San Miguel;FALSE;
13132;Vitacura;1310;MANQUEHUE;Manquehue;Metropolitana de Santiago;13;Santiago Oriente;133;2027;2029;Decreto 15 de 2025;Providencia;TRUE;Según el Decreto 15 del 2025, este SLEP iniciará funciones en 1 de marzo 2027, con posible traspaso en 2029.
13201;Puente Alto;1312;LOS VIÑEDOS;Los Viñedos;Metropolitana de Santiago;13;Cordillera;136;2025;2027;Decreto 15 de 2025;Puente Alto;TRUE;
13202;Pirque;1312;LOS VIÑEDOS;Los Viñedos;Metropolitana de Santiago;13;Cordillera;136;2025;2027;Decreto 15 de 2025;Puente Alto;TRUE;
13203;San José de Maipo;1312;LOS VIÑEDOS;Los Viñedos;Metropolitana de Santiago;13;Cordillera;136;2025;2027;Decreto 15 de 2025;Puente Alto;TRUE;
13301;Colina;1313;CHACABUCO;Chacabuco;Metropolitana de Santiago;13;Santiago Norte;137;2025;2027;Decreto 15 de 2025;Colina;TRUE;Según el Decreto 15 del 2025, este SLEP iniciará funciones en 30 de junio de 2025, con posible traspaso en 2027.
13302;Lampa;1313;CHACABUCO;Chacabuco;Metropolitana de Santiago;13;Santiago Norte;137;2025;2027;Decreto 15 de 2025;Colina;TRUE;Según el Decreto 15 del 2025, este SLEP iniciará funciones en 30 de junio de 2025, con posible traspaso en 2027.
13303;Tiltil;1313;CHACABUCO;Chacabuco;Metropolitana de Santiago;13;Santiago Norte;137;2025;2027;Decreto 15 de 2025;Colina;TRUE;Según el Decreto 15 del 2025, este SLEP iniciará funciones en 30 de junio de 2025, con posible traspaso en 2027.
13401;San Bernardo;1305;DEL PINO;del Pino;Metropolitana de Santiago;13;Santiago Sur;132;2023;2025;Decreto 162 de 2022;San Bernardo;FALSE;
13402;Buin;1314;MAIPO SUR;Maipo Sur;Metropolitana de Santiago;13;Santiago Sur;132;2026;2028;Decreto 162 de 2022;Buin;TRUE;
13403;Calera de Tango;1305;DEL PINO;del Pino;Metropolitana de Santiago;13;Santiago Sur;132;2023;2025;Decreto 162 de 2022;San Bernardo;FALSE;
13404;Paine;1314;MAIPO SUR;Maipo Sur;Metropolitana de Santiago;13;Santiago Sur;132;2026;2028;Decreto 162 de 2022;Buin;TRUE;
13501;Melipilla;1315;MELIPILLA;Melipilla;Metropolitana de Santiago;13;Talagante;135;2027;2029;Decreto 162 de 2022;Melipilla;TRUE;
13502;Alhué;1315;MELIPILLA;Melipilla;Metropolitana de Santiago;13;Talagante;135;2027;2029;Decreto 162 de 2022;Melipilla;TRUE;
13503;Curacaví;1315;MELIPILLA;Melipilla;Metropolitana de Santiago;13;Talagante;135;2027;2029;Decreto 162 de 2022;Melipilla;TRUE;
13504;María Pinto;1315;MELIPILLA;Melipilla;Metropolitana de Santiago;13;Talagante;135;2027;2029;Decreto 162 de 2022;Melipilla;TRUE;
13505;San Pedro;1315;MELIPILLA;Melipilla;Metropolitana de Santiago;13;Talagante;135;2027;2029;Decreto 162 de 2022;Melipilla;TRUE;
13601;Talagante;1316;TALAGANTE;Talagante;Metropolitana de Santiago;13;Talagante;135;2025;2027;Decreto 162 de 2022;Talagante;TRUE;
13602;El Monte;1316;TALAGANTE;Talagante;Metropolitana de Santiago;13;Talagante;135;2025;2027;Decreto 162 de 2022;Talagante;TRUE;
13603;Isla de Maipo;1316;TALAGANTE;Talagante;Metropolitana de Santiago;13;Talagante;135;2025;2027;Decreto 162 de 2022;Talagante;TRUE;
13604;Padre Hurtado;1316;TALAGANTE;Talagante;Metropolitana de Santiago;13;Talagante;135;2025;2027;Decreto 162 de 2022;Talagante;TRUE;
13605;Peñaflor;1316;TALAGANTE;Talagante;Metropolitana de Santiago;13;Talagante;135;2025;2027;Decreto 162 de 2022;Talagante;TRUE;
14101;Valdivia;1401;VALDIVIA;Valdivia;Los Ríos;14;Valdivia;141;2023;2025;Decreto 162 de 2022;Valdivia;FALSE;
14102;Corral;1401;VALDIVIA;Valdivia;Los Ríos;14;Valdivia;141;2023;2025;Decreto 162 de 2022;Valdivia;FALSE;
14103;Lanco;1401;VALDIVIA;Valdivia;Los Ríos;14;Valdivia;141;2023;2025;Decreto 162 de 2022;Valdivia;FALSE;
14104;Los Lagos;1401;VALDIVIA;Valdivia;Los Ríos;14;Valdivia;141;2023;2025;Decreto 162 de 2022;Valdivia;FALSE;
14105;Máfil;1401;VALDIVIA;Valdivia;Los Ríos;14;Valdivia;141;2023;2025;Decreto 162 de 2022;Valdivia;FALSE;
14106;San José de la Mariquina;1401;VALDIVIA;Valdivia;Los Ríos;14;Valdivia;141;2023;2025;Decreto 162 de 2022;Valdivia;FALSE;
14107;Paillaco;1401;VALDIVIA;Valdivia;Los Ríos;14;Valdivia;141;2023;2025;Decreto 162 de 2022;Valdivia;FALSE;
14108;Panguipulli;1401;VALDIVIA;Valdivia;Los Ríos;14;Valdivia;141;2023;2025;Decreto 162 de 2022;Valdivia;FALSE;
14201;La Unión;1402;RANCO;Ranco;Los Ríos;14;Ranco;142;2027;2029;Decreto 162 de 2022;La Unión;TRUE;
14202;Futrono;1402;RANCO;Ranco;Los Ríos;14;Ranco;142;2027;2029;Decreto 162 de 2022;La Unión;TRUE;
14203;Lago Ranco;1402;RANCO;Ranco;Los Ríos;14;Ranco;142;2027;2029;Decreto 162 de 2022;La Unión;TRUE;
14204;Río Bueno;1402;RANCO;Ranco;Los Ríos;14;Ranco;142;2027;2029;Decreto 162 de 2022;La Unión;TRUE;
15101;Arica;1501;CHINCHORRO;Chinchorro;Arica y Parinacota;15;Arica;151;2019;2020;Decreto 72 de 2018;Arica;FALSE;
15102;Camarones;1501;CHINCHORRO;Chinchorro;Arica y Parinacota;15;Arica;151;2019;2020;Decreto 72 de 2018;Arica;FALSE;
15201;Putre;1501;CHINCHORRO;Chinchorro;Arica y Parinacota;15;Arica;151;2019;2020;Decreto 72 de 2018;Arica;FALSE;
15202;General Lagos;1501;CHINCHORRO;Chinchorro;Arica y Parinacota;15;Arica;151;2019;2020;Decreto 72 de 2018;Arica;FALSE;
16101;Chillán;1601;VALLE DIGUILLÍN;Valle Diguillín;Ñuble;16;Ñuble;161;2024;2026;Decreto 162 de 2022;Chillán;TRUE;
16102;Bulnes;1601;VALLE DIGUILLÍN;Valle Diguillín;Ñuble;16;Ñuble;161;2024;2026;Decreto 162 de 2022;Chillán;TRUE;
16103;Chillán Viejo;1601;VALLE DIGUILLÍN;Valle Diguillín;Ñuble;16;Ñuble;161;2024;2026;Decreto 162 de 2022;Chillán;TRUE;
16104;El Carmen;1601;VALLE DIGUILLÍN;Valle Diguillín;Ñuble;16;Ñuble;161;2024;2027;Decreto 162 de 2022;Chillán;TRUE;
16105;Pemuco;1601;VALLE DIGUILLÍN;Valle Diguillín;Ñuble;16;Ñuble;161;2024;2026;Decreto 162 de 2022;Chillán;TRUE;
16106;Pinto;1602;PUNILLA CORDILLERA;Punilla Cordillera;Ñuble;16;Ñuble;161;2022;2024;Decreto 68 de 2021;San Carlos;FALSE;
16107;Quillón;1603;COSTA ITATA;Costa Itata;Ñuble;16;Ñuble;161;2026;2029;Decreto 162 de 2022;Quirihue;TRUE;A partir de la Ley de reajuste del sector público 2026 (Ley 21806), se establece que se adelanta su entrada de funcionamiento desde el 1 de marzo 2027 al 1 de marzo 2026. Además, el ajuste realizado a la Ley 21040 en 2026 en el Artículo decimoquinto de las dispocisiones transitorias, establece que su traspaso educativo será el 1 de enero 2029.
16108;San Ignacio;1601;VALLE DIGUILLÍN;Valle Diguillín;Ñuble;16;Ñuble;161;2024;2026;Decreto 162 de 2022;Chillán;TRUE;
16109;Yungay;1601;VALLE DIGUILLÍN;Valle Diguillín;Ñuble;16;Ñuble;161;2024;2026;Decreto 162 de 2022;Chillán;TRUE;
16201;Quirihue;1603;COSTA ITATA;Costa Itata;Ñuble;16;Ñuble;161;2026;2029;Decreto 162 de 2022;Quirihue;TRUE;A partir de la Ley de reajuste del sector público 2026 (Ley 21806), se establece que se adelanta su entrada de funcionamiento desde el 1 de marzo 2027 al 1 de marzo 2026. Además, el ajuste realizado a la Ley 21040 en 2026 en el Artículo decimoquinto de las dispocisiones transitorias, establece que su traspaso educativo será el 1 de enero 2029.
16202;Cobquecura;1603;COSTA ITATA;Costa Itata;Ñuble;16;Ñuble;161;2026;2029;Decreto 162 de 2022;Quirihue;TRUE;A partir de la Ley de reajuste del sector público 2026 (Ley 21806), se establece que se adelanta su entrada de funcionamiento desde el 1 de marzo 2027 al 1 de marzo 2026. Además, el ajuste realizado a la Ley 21040 en 2026 en el Artículo decimoquinto de las dispocisiones transitorias, establece que su traspaso educativo será el 1 de enero 2029.
16203;Coelemu;1603;COSTA ITATA;Costa Itata;Ñuble;16;Ñuble;161;2026;2029;Decreto 162 de 2022;Quirihue;TRUE;A partir de la Ley de reajuste del sector público 2026 (Ley 21806), se establece que se adelanta su entrada de funcionamiento desde el 1 de marzo 2027 al 1 de marzo 2026. Además, el ajuste realizado a la Ley 21040 en 2026 en el Artículo decimoquinto de las dispocisiones transitorias, establece que su traspaso educativo será el 1 de enero 2029.
16204;Ninhue;1603;COSTA ITATA;Costa Itata;Ñuble;16;Ñuble;161;2026;2029;Decreto 162 de 2022;Quirihue;TRUE;A partir de la Ley de reajuste del sector público 2026 (Ley 21806), se establece que se adelanta su entrada de funcionamiento desde el 1 de marzo 2027 al 1 de marzo 2026. Además, el ajuste realizado a la Ley 21040 en 2026 en el Artículo decimoquinto de las dispocisiones transitorias, establece que su traspaso educativo será el 1 de enero 2029.
16205;Portezuelo;1603;COSTA ITATA;Costa Itata;Ñuble;16;Ñuble;161;2026;2029;Decreto 162 de 2022;Quirihue;TRUE;A partir de la Ley de reajuste del sector público 2026 (Ley 21806), se establece que se adelanta su entrada de funcionamiento desde el 1 de marzo 2027 al 1 de marzo 2026. Además, el ajuste realizado a la Ley 21040 en 2026 en el Artículo decimoquinto de las dispocisiones transitorias, establece que su traspaso educativo será el 1 de enero 2029.
16206;Ranquil;1603;COSTA ITATA;Costa Itata;Ñuble;16;Ñuble;161;2026;2029;Decreto 162 de 2022;Quirihue;TRUE;A partir de la Ley de reajuste del sector público 2026 (Ley 21806), se establece que se adelanta su entrada de funcionamiento desde el 1 de marzo 2027 al 1 de marzo 2026. Además, el ajuste realizado a la Ley 21040 en 2026 en el Artículo decimoquinto de las dispocisiones transitorias, establece que su traspaso educativo será el 1 de enero 2029.
16207;Treguaco;1603;COSTA ITATA;Costa Itata;Ñuble;16;Ñuble;161;2026;2029;Decreto 162 de 2022;Quirihue;TRUE;A partir de la Ley de reajuste del sector público 2026 (Ley 21806), se establece que se adelanta su entrada de funcionamiento desde el 1 de marzo 2027 al 1 de marzo 2026. Además, el ajuste realizado a la Ley 21040 en 2026 en el Artículo decimoquinto de las dispocisiones transitorias, establece que su traspaso educativo será el 1 de enero 2029.
16301;San Carlos;1602;PUNILLA CORDILLERA;Punilla Cordillera;Ñuble;16;Ñuble;161;2022;2024;Decreto 68 de 2021;San Carlos;FALSE;
16302;Coihueco;1602;PUNILLA CORDILLERA;Punilla Cordillera;Ñuble;16;Ñuble;161;2022;2024;Decreto 68 de 2021;San Carlos;FALSE;
16303;Ñiquén;1602;PUNILLA CORDILLERA;Punilla Cordillera;Ñuble;16;Ñuble;161;2022;2024;Decreto 68 de 2021;San Carlos;FALSE;
16304;San Fabián;1602;PUNILLA CORDILLERA;Punilla Cordillera;Ñuble;16;Ñuble;161;2022;2024;Decreto 68 de 2021;San Carlos;FALSE;
16305;San Nicolás;1603;COSTA ITATA;Costa Itata;Ñuble;16;Ñuble;161;2026;2029;Decreto 162 de 2022;Quirihue;TRUE;A partir de la Ley de reajuste del sector público 2026 (Ley 21806), se establece que se adelanta su entrada de funcionamiento desde el 1 de marzo 2027 al 1 de marzo 2026. Además, el ajuste realizado a la Ley 21040 en 2026 en el Artículo decimoquinto de las dispocisiones transitorias, establece que su traspaso educativo será el 1 de enero 2029.
